,NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,BUILDING_CLASS_AT_PRESENT,ADDRESS,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALE_PRICE,SALE_DATE,lnprice,AVG_SALE_PRICE,AVG_SALE_PRICE_CATEGORY
57,CHELSEA,22STOREBUILDINGS,4,700,47,K2,522WEST29THSTREET,10001,0.0,0.0851063829787234,0.020512820512820513,0.02260627776333488,0.030239345958966074,1932.0,4,K2,0.3409827149457561,2013-04-01,0.8358905893783929,6221567.651162791,3
58,CHELSEA,22STOREBUILDINGS,4,700,48,K1,524WEST29THSTREET,10001,0.0,0.02127659574468085,0.005128205128205128,0.02260627776333488,0.0027363397081982227,1930.0,4,K1,0.22145507010748636,2012-11-14,0.770234696890068,6221567.651162791,3
59,CHELSEA,22STOREBUILDINGS,4,700,59,K2,546WEST29THSTREET,10001,0.0,0.02127659574468085,0.005128205128205128,0.02259497462445321,0.003538627064819606,1930.0,4,K2,0.23017735770379252,2012-09-25,0.7761046256905995,6221567.651162791,3
60,CHELSEA,22STOREBUILDINGS,4,773,43,K9,2307AVENUE,10011,0.0,0.0851063829787234,0.020512820512820513,0.012478665325360853,0.008787931811159054,1920.0,4,K9,0.27314270030781923,2012-10-25,0.8021265032511192,6221567.651162791,3
61,CHELSEA,22STOREBUILDINGS,4,799,41,K4,727AVENUEOFTHEAMER,10010,0.010638297872340425,0.0425531914893617,0.020512820512820513,0.013190763074905902,0.009264464440613983,1894.0,4,K4,0.5251198975344419,2013-07-12,0.9016961220764981,6221567.651162791,3
62,CHELSEA,23LOFTBUILDINGS,4,793,29,L8,111WEST17THSTREET,10011,0.005319148936170213,0.0851063829787234,0.02564102564102564,0.01549660340676606,0.014707360567669496,1920.0,4,L8,0.4669713135590674,2012-10-16,0.883801323967064,6221567.651162791,3
63,CHELSEA,23LOFTBUILDINGS,4,797,29,L9,117WEST21STSTREET,10011,0.005319148936170213,0.02127659574468085,0.010256410256410256,0.043720541194289655,0.032746726630355875,1900.0,4,L9,0.7738666178735437,2013-05-15,0.960861265818381,6221567.651162791,3
64,CHELSEA,23LOFTBUILDINGS,4,798,59,L8,128WEST23RDSTREET,10011,0.015957446808510637,0.02127659574468085,0.020512820512820513,0.02259497462445321,0.011319511405138361,1920.0,4,L8,0.28929508474542326,2013-06-14,0.8108674811445512,6221567.651162791,3
65,CHELSEA,23LOFTBUILDINGS,4,803,11,L8,149WEST27THSTREET,10001,0.0,0.02127659574468085,0.005128205128205128,0.025861581761255102,0.0174623148317058,1910.0,4,L8,0.3862093913710473,2013-04-15,0.8548614002669224,6221567.651162791,3
66,CHELSEA,23LOFTBUILDINGS,4,803,18,L1,129WEST27THSTREET,10001,0.0,0.2127659574468085,0.05128205128205128,0.07840987442212702,0.15588945932161113,1910.0,4,L1,0.11956628134184448,2012-12-27,0.6768233678977501,6221567.651162791,3
